display_name,publication_date,publication_year,language,relevance_score,primary_location_id,primary_location_display_name,h_index,author_ids,author_names,author_institution_names,author_country,is_oa,oa_url,cited_by_count,cited_by_api_url,referenced_works_count,referenced_works,related_works,topics_display_name,primary_topic_display_name,concepts_display_name,keywords_display_name,sustainable_development_goals_display_name
"Political labor market, government policy, and stability of a non-democratic regime",2007-09-01,2007,en,225.90262,https://openalex.org/S138645024,Journal of comparative economics,133,https://openalex.org/A5034466106,Valery Lazarev,Stanford University,US,TRUE,https://mpra.ub.uni-muenchen.de/2352/1/MPRA_paper_2352.pdf,14,https://api.openalex.org/works?filter=cites:W1993873507,17,https://openalex.org/W1539212866|https://openalex.org/W1591807711|https://openalex.org/W1970784316|https://openalex.org/W1983448053|https://openalex.org/W1991863750|https://openalex.org/W2022868690|https://openalex.org/W2031873264|https://openalex.org/W2034661544|https://openalex.org/W2047343192|https://openalex.org/W2050904362|https://openalex.org/W2071240032|https://openalex.org/W2124193264|https://openalex.org/W2150912378|https://openalex.org/W3123872531|https://openalex.org/W3124366333|https://openalex.org/W3150602976|https://openalex.org/W4206301477,https://openalex.org/W398728131|https://openalex.org/W2941282692|https://openalex.org/W1984208916|https://openalex.org/W2480883192|https://openalex.org/W1605302816|https://openalex.org/W2981757279|https://openalex.org/W2348938734|https://openalex.org/W2257929709|https://openalex.org/W4244270456|https://openalex.org/W2364889360,Transformation of Russian Economy and Society|Economic Policy and Public Finance Research|Impact of Infrastructure and Taxation on Economic Growth,Transformation of Russian Economy and Society,Democracy|Politics|Government (linguistics)|Economics|Political stability|Market economy|Economic system|Economic policy|International economics|Political science|Law|Philosophy|Linguistics,Political Economy|Labor Market Flexibility,Decent work and economic growth
Political Opportunity Structures in Dictatorships? Explaining ENGO Existence in Autocratic Regimes,2014-07-09,2014,en,225.2273,https://openalex.org/S135535015,The journal of environment & development/Journal of environment & development,57,https://openalex.org/A5090644636,Tobias Böhmelt,University of Essex|ETH Zurich,GB|CH,FALSE,,22,https://api.openalex.org/works?filter=cites:W2138928874,66,https://openalex.org/W75106331|https://openalex.org/W234617993|https://openalex.org/W610926406|https://openalex.org/W1484634968|https://openalex.org/W1499237739|https://openalex.org/W1508225143|https://openalex.org/W1512244446|https://openalex.org/W1519433019|https://openalex.org/W1544923229|https://openalex.org/W1969493950|https://openalex.org/W1972872316|https://openalex.org/W1984897241|https://openalex.org/W2010220944|https://openalex.org/W2010903870|https://openalex.org/W2014105429|https://openalex.org/W2016382728|https://openalex.org/W2017853646|https://openalex.org/W2026631484|https://openalex.org/W2027324290|https://openalex.org/W2031328405|https://openalex.org/W2037141093|https://openalex.org/W2058427515|https://openalex.org/W2058991443|https://openalex.org/W2065030524|https://openalex.org/W2065771036|https://openalex.org/W2073288532|https://openalex.org/W2077002000|https://openalex.org/W2082206943|https://openalex.org/W2083073873|https://openalex.org/W2086651280|https://openalex.org/W2089558067|https://openalex.org/W2091233215|https://openalex.org/W2094645668|https://openalex.org/W2102116780|https://openalex.org/W2108785523|https://openalex.org/W2113486266|https://openalex.org/W2117693970|https://openalex.org/W2120924310|https://openalex.org/W2122321797|https://openalex.org/W2125534720|https://openalex.org/W2127041437|https://openalex.org/W2127267774|https://openalex.org/W2135266402|https://openalex.org/W2143682878|https://openalex.org/W2145005759|https://openalex.org/W2146766975|https://openalex.org/W2151446311|https://openalex.org/W2160446276|https://openalex.org/W2162877139|https://openalex.org/W2164714536|https://openalex.org/W2269471698|https://openalex.org/W2575430425|https://openalex.org/W2800724557|https://openalex.org/W4230585566|https://openalex.org/W4233532738|https://openalex.org/W4237480219|https://openalex.org/W4248201921|https://openalex.org/W4248886982|https://openalex.org/W4249082665|https://openalex.org/W4285719527|https://openalex.org/W4295017203|https://openalex.org/W4300006918|https://openalex.org/W4300813480|https://openalex.org/W4301050157|https://openalex.org/W4301083829|https://openalex.org/W4362688493,https://openalex.org/W2781316382|https://openalex.org/W2903626648|https://openalex.org/W296931085|https://openalex.org/W4206680170|https://openalex.org/W2067918373|https://openalex.org/W4296883594|https://openalex.org/W1983198621|https://openalex.org/W2131125990|https://openalex.org/W4245580387|https://openalex.org/W1574022227,Social Movements and Political Conflict Analysis|Drivers and Impacts of Tropical Deforestation|Empirical Analysis of Political Behavior and Institutions,Social Movements and Political Conflict Analysis,Autocracy|Dictatorship|Politics|Economic system|Political economy|Political science|Positive economics|Adversarial system|Economics|Comparative politics|Development economics|Sociology|Democracy|Law,Policy Formation,
Russia and the Politics of International Environmental Regimes,2015-01-30,2015,en,225.11763,,,,https://openalex.org/A5041462822|https://openalex.org/A5037443237|https://openalex.org/A5065524078,Anna Korppoo|Nina Tynkkynen|Geir Hønneland,,,FALSE,,15,https://api.openalex.org/works?filter=cites:W2499654044,0,,https://openalex.org/W2748952813|https://openalex.org/W4301937836|https://openalex.org/W3186984283|https://openalex.org/W1533898226|https://openalex.org/W2064732540|https://openalex.org/W2602944262|https://openalex.org/W2157780532|https://openalex.org/W2500830590|https://openalex.org/W2011788350|https://openalex.org/W2107822359,Transformation of Russian Economy and Society|Energy Supply and Security Issues for Developed Economies|Arctic Shipping and Governance,Transformation of Russian Economy and Society,Politics|Environmental politics|Political science|International relations|Political economy|Sociology|Law,International Relations,
"Workers, farmers and Catholicism: A history of political class coalitions and the south-European welfare state regime",2015-01-28,2015,en,224.7679,https://openalex.org/S187013691,Journal of European social policy,98,https://openalex.org/A5021652897,Philip Manow,Institute for Advanced Study|University of Bremen,US|DE,FALSE,,28,https://api.openalex.org/works?filter=cites:W2153610814,73,https://openalex.org/W594218537|https://openalex.org/W614860848|https://openalex.org/W628052711|https://openalex.org/W641386678|https://openalex.org/W654493403|https://openalex.org/W1503457359|https://openalex.org/W1513474717|https://openalex.org/W1518009033|https://openalex.org/W1531107061|https://openalex.org/W1539633078|https://openalex.org/W1706775551|https://openalex.org/W1900498377|https://openalex.org/W1942578551|https://openalex.org/W1963648208|https://openalex.org/W1965876444|https://openalex.org/W1977572647|https://openalex.org/W1977805990|https://openalex.org/W1980747460|https://openalex.org/W1994136073|https://openalex.org/W2002948125|https://openalex.org/W2023649419|https://openalex.org/W2043409025|https://openalex.org/W2043536457|https://openalex.org/W2047982949|https://openalex.org/W2050860199|https://openalex.org/W2065536582|https://openalex.org/W2067805391|https://openalex.org/W2078394215|https://openalex.org/W2081019134|https://openalex.org/W2081709551|https://openalex.org/W2105333784|https://openalex.org/W2107075364|https://openalex.org/W2111017577|https://openalex.org/W2111289196|https://openalex.org/W2119070095|https://openalex.org/W2135974060|https://openalex.org/W2140930388|https://openalex.org/W2141764785|https://openalex.org/W2146016148|https://openalex.org/W2146031733|https://openalex.org/W2152075057|https://openalex.org/W2163592528|https://openalex.org/W2257933062|https://openalex.org/W2313330686|https://openalex.org/W2314865369|https://openalex.org/W2318546187|https://openalex.org/W2323658918|https://openalex.org/W2481697607|https://openalex.org/W2483201336|https://openalex.org/W2483253267|https://openalex.org/W2483764651|https://openalex.org/W2488096603|https://openalex.org/W2586405307|https://openalex.org/W2706641264|https://openalex.org/W2890678289|https://openalex.org/W3004579854|https://openalex.org/W3216621391|https://openalex.org/W4206936438|https://openalex.org/W4206948526|https://openalex.org/W4211153236|https://openalex.org/W4229738978|https://openalex.org/W4229930822|https://openalex.org/W4240370285|https://openalex.org/W4243875925|https://openalex.org/W4245352116|https://openalex.org/W4250565705|https://openalex.org/W4251454347|https://openalex.org/W4256440859|https://openalex.org/W4256662506|https://openalex.org/W4298197225|https://openalex.org/W4300900756|https://openalex.org/W4302596351|https://openalex.org/W4319587745,https://openalex.org/W2946271828|https://openalex.org/W2169368313|https://openalex.org/W4390114589|https://openalex.org/W2063717240|https://openalex.org/W4220869003|https://openalex.org/W2066706785|https://openalex.org/W2573033159|https://openalex.org/W3186852720|https://openalex.org/W2472046875|https://openalex.org/W3135790446,Politics and Economics of Welfare State|Populism in Contemporary Politics|Labor Relations and Union Revitalization Studies,Politics and Economics of Welfare State,Typology|Radicalization|Politics|Welfare state|Communism|State (computer science)|Political economy|Welfare|Political science|Sociology|Economics|Law|Algorithm|Anthropology|Computer science,Political Economy,
Hybridity and Friction in Organizational Politics: New Perspectives on the African Security Regime Complex,2020-03-14,2020,en,224.50781,https://openalex.org/S67907510,Journal of intervention and statebuilding,43,https://openalex.org/A5004877069|https://openalex.org/A5034212799,Louise Wiuff Moe|Anna Geis,Helmut Schmidt University|Helmut Schmidt University,DE|DE,TRUE,https://www.tandfonline.com/doi/pdf/10.1080/17502977.2020.1729618?needAccess=true,28,https://api.openalex.org/works?filter=cites:W3014547851,83,https://openalex.org/W265486299|https://openalex.org/W325171903|https://openalex.org/W631148397|https://openalex.org/W1482970731|https://openalex.org/W1605186412|https://openalex.org/W1862909798|https://openalex.org/W1952782792|https://openalex.org/W1968568533|https://openalex.org/W1969416131|https://openalex.org/W1976629981|https://openalex.org/W1978083753|https://openalex.org/W1984197448|https://openalex.org/W1989959422|https://openalex.org/W1998165920|https://openalex.org/W1998794832|https://openalex.org/W2011730359|https://openalex.org/W2026539235|https://openalex.org/W2027776648|https://openalex.org/W2044836460|https://openalex.org/W2049386702|https://openalex.org/W2055857588|https://openalex.org/W2061851716|https://openalex.org/W2067170903|https://openalex.org/W2068376017|https://openalex.org/W2076609166|https://openalex.org/W2106250650|https://openalex.org/W2111786487|https://openalex.org/W2117660607|https://openalex.org/W2140910793|https://openalex.org/W2146575497|https://openalex.org/W2168961869|https://openalex.org/W2170079154|https://openalex.org/W2311442800|https://openalex.org/W2316142617|https://openalex.org/W2339802992|https://openalex.org/W2411541078|https://openalex.org/W2478766675|https://openalex.org/W2486565537|https://openalex.org/W2491693390|https://openalex.org/W2504179417|https://openalex.org/W2527249487|https://openalex.org/W2586203563|https://openalex.org/W2606878741|https://openalex.org/W2728361695|https://openalex.org/W2743119519|https://openalex.org/W2743443259|https://openalex.org/W2751509744|https://openalex.org/W2755841451|https://openalex.org/W2757421238|https://openalex.org/W2783166811|https://openalex.org/W2790889579|https://openalex.org/W2791215715|https://openalex.org/W2792007958|https://openalex.org/W2794077131|https://openalex.org/W2800509790|https://openalex.org/W2800657590|https://openalex.org/W2802787260|https://openalex.org/W2810572959|https://openalex.org/W2884059235|https://openalex.org/W2895329637|https://openalex.org/W2905074770|https://openalex.org/W2906313589|https://openalex.org/W2920955365|https://openalex.org/W2921877873|https://openalex.org/W3004486365|https://openalex.org/W3006479330|https://openalex.org/W3006683841|https://openalex.org/W3009428117|https://openalex.org/W3010641484|https://openalex.org/W3011933196|https://openalex.org/W3183865236|https://openalex.org/W3210084086|https://openalex.org/W4214741239|https://openalex.org/W4230217356|https://openalex.org/W4231668964|https://openalex.org/W4234588179|https://openalex.org/W4240146189|https://openalex.org/W4242864885|https://openalex.org/W4247388998|https://openalex.org/W4247860702|https://openalex.org/W4251826652|https://openalex.org/W4252028853|https://openalex.org/W4254204206,https://openalex.org/W562199038|https://openalex.org/W3155616659|https://openalex.org/W55495708|https://openalex.org/W4297972251|https://openalex.org/W2065938047|https://openalex.org/W3114973549|https://openalex.org/W175865652|https://openalex.org/W2380692763|https://openalex.org/W2990773437|https://openalex.org/W4200421638,Local Turn in Peacebuilding and Resilience Governance|The Responsibility to Protect in International Relations|Securitization and Global Health Governance,Local Turn in Peacebuilding and Resilience Governance,Hybridity|Politics|Agency (philosophy)|Corporate governance|International relations|Conversation|Sociology|International security|Perspective (graphical)|Political science|Political economy|Economic system|Social science|Economics|Management|Law|Communication|Artificial intelligence|Computer science|Anthropology,Hybridity,"Peace, justice, and strong institutions"
The armed bureaucrats;: Military-administrative regimes and political development,1972-01-01,1972,en,224.24211,,,,https://openalex.org/A5057626651,Edward Feit,,,FALSE,,26,https://api.openalex.org/works?filter=cites:W631293437,0,,https://openalex.org/W78553016|https://openalex.org/W156570347|https://openalex.org/W250538043|https://openalex.org/W622015902|https://openalex.org/W1497589638|https://openalex.org/W1597123870|https://openalex.org/W2102694490|https://openalex.org/W2107992979|https://openalex.org/W2139049684|https://openalex.org/W2222495075|https://openalex.org/W2277159337|https://openalex.org/W2335340950|https://openalex.org/W2414289265|https://openalex.org/W2794073951|https://openalex.org/W2797174344|https://openalex.org/W2803378853|https://openalex.org/W2959903474|https://openalex.org/W2989896351|https://openalex.org/W3033102729|https://openalex.org/W3130882029,Local Turn in Peacebuilding and Resilience Governance|History of International Humanitarianism and Human Rights,Local Turn in Peacebuilding and Resilience Governance,Politics|Political science|Public administration|Law,Peace-building,
Politics and Policies in Divided Korea: Regimes in Contest,1987-01-01,1987,en,224.19107,https://openalex.org/S7015929,Foreign affairs,288,https://openalex.org/A5081320893|https://openalex.org/A5080761491,Donald S. Zagoria|Young Whan Kihl,,,FALSE,,23,https://api.openalex.org/works?filter=cites:W2802101157,0,,https://openalex.org/W2946214509|https://openalex.org/W2606108738|https://openalex.org/W4286740636|https://openalex.org/W2628063975|https://openalex.org/W2356479129|https://openalex.org/W2387346515|https://openalex.org/W2352196451|https://openalex.org/W2590086693|https://openalex.org/W2381260192|https://openalex.org/W3122423648,Evolution of East Asian Developmental States|Cultural Dynamics in Japan and East Asia|Socio-Political Dynamics of North Korea,Evolution of East Asian Developmental States,CONTEST|Politics|Political science|Economic system|Political economy|Development economics|Economics|Law,Institutional Change,
Political Accountability Under Alternative Institutional Regimes,2010-04-01,2010,en,223.82336,https://openalex.org/S64175637,Journal of theoretical politics,76,https://openalex.org/A5043962312|https://openalex.org/A5001100385,Matthew C. Stephenson|Jide Nzelibe,Harvard University|Northwestern University,US|PH,TRUE,https://escholarship.org/content/qt8kf2762j/qt8kf2762j.pdf?t=lnpk1i,22,https://api.openalex.org/works?filter=cites:W3021705371,18,https://openalex.org/W1968452906|https://openalex.org/W1976631032|https://openalex.org/W2023609939|https://openalex.org/W2048133205|https://openalex.org/W2063890925|https://openalex.org/W2076103789|https://openalex.org/W2089003389|https://openalex.org/W2124072747|https://openalex.org/W2129567199|https://openalex.org/W2133459059|https://openalex.org/W2157381595|https://openalex.org/W2329103711|https://openalex.org/W2329851065|https://openalex.org/W2726368154|https://openalex.org/W3121989223|https://openalex.org/W3122047234|https://openalex.org/W3123227173|https://openalex.org/W4247909718,https://openalex.org/W2086782478|https://openalex.org/W3096235015|https://openalex.org/W1973687245|https://openalex.org/W2944935553|https://openalex.org/W3121966799|https://openalex.org/W2001435863|https://openalex.org/W2020262335|https://openalex.org/W2020499882|https://openalex.org/W2014547578|https://openalex.org/W2171315259,Empirical Analysis of Political Behavior and Institutions|Political and Economic Impacts of Fiscal Policy Cycles|Fiscal Decentralization and Governance in Political Economy,Empirical Analysis of Political Behavior and Institutions,Veto|Accountability|Welfare|Politics|Ex-ante|Economics|Separation of powers|Political science|Public administration|Law and economics|Public economics|Law|Macroeconomics,Election Effects|Voter Behavior|Party Polarization|Governance|Electoral Systems,"Peace, justice, and strong institutions"
Gay and Lesbian Political Mobilization and Regime Responsiveness in Four New York Cities,1996-09-01,1996,en,222.68376,https://openalex.org/S32670438,Urban affairs review,94,https://openalex.org/A5038265784,Donald B. Rosenthal,"University at Buffalo, State University of New York",US,FALSE,,13,https://api.openalex.org/works?filter=cites:W2085547759,19,https://openalex.org/W603917269|https://openalex.org/W1981360914|https://openalex.org/W1982196263|https://openalex.org/W2029710827|https://openalex.org/W2040358151|https://openalex.org/W2054857796|https://openalex.org/W2140489131|https://openalex.org/W2169238721|https://openalex.org/W2317583497|https://openalex.org/W2319760013|https://openalex.org/W2495073905|https://openalex.org/W2586139180|https://openalex.org/W2796225957|https://openalex.org/W2797130659|https://openalex.org/W4229916328|https://openalex.org/W4230054673|https://openalex.org/W4232022783|https://openalex.org/W4254910523|https://openalex.org/W4303106378,https://openalex.org/W4234667407|https://openalex.org/W2084221112|https://openalex.org/W2118571822|https://openalex.org/W2359168436|https://openalex.org/W4385223848|https://openalex.org/W2006540812|https://openalex.org/W2374766070|https://openalex.org/W3088192931|https://openalex.org/W2898712598|https://openalex.org/W1546270321,Empirical Analysis of Political Behavior and Institutions|Gender Representation in Political Science Research|Intersectionality in LGBTQ+ Mental Health,Empirical Analysis of Political Behavior and Institutions,Lesbian|Politics|Mobilization|Invisibility|Political mobilization|Political science|Political opportunity|Sociology|Gender studies|Social movement|Political economy|Law|Physics|Optics,Voting Behavior,
Toward Consolidated Democracies,1996-01-01,1996,en,221.57294,https://openalex.org/S151119180,Journal of democracy,134,https://openalex.org/A5080978845|https://openalex.org/A5056945934,Juan J. Linz|Alfred Stepan,Yale University|Columbia University,US|US,FALSE,,735,https://api.openalex.org/works?filter=cites:W2096506896,14,https://openalex.org/W581871023|https://openalex.org/W1970365023|https://openalex.org/W2011232250|https://openalex.org/W2022902198|https://openalex.org/W2041607960|https://openalex.org/W2042564557|https://openalex.org/W2046515171|https://openalex.org/W2071035832|https://openalex.org/W2083277050|https://openalex.org/W2097557219|https://openalex.org/W2165060880|https://openalex.org/W2315751651|https://openalex.org/W2619892629|https://openalex.org/W3180936342,https://openalex.org/W4244140490|https://openalex.org/W2896357451|https://openalex.org/W1762990733|https://openalex.org/W4321457856|https://openalex.org/W4296869309|https://openalex.org/W1965080540|https://openalex.org/W2392621527|https://openalex.org/W2385474510|https://openalex.org/W4365148112|https://openalex.org/W585170988,Globalization and its Impacts on Society|The Rule of Law and Legal Theory|Tunisian Revolution and Global Impact,Globalization and its Impacts on Society,Democracy|Polity|Authoritarianism|Legislature|Political science|State (computer science)|Law|Political economy|Separation of powers|Law and economics|Rule of law|Sociology|Politics|Algorithm|Computer science,Political Theory,"Peace, justice, and strong institutions"
Political repression in a sub-national hybrid regime: the PRC’s governing strategies in Hong Kong,2018-01-09,2018,en,221.19067,https://openalex.org/S4460519,Contemporary politics,43,https://openalex.org/A5060102468,Ying‐ho Kwong,University of Hong Kong,HK,FALSE,,28,https://api.openalex.org/works?filter=cites:W2782649102,23,https://openalex.org/W105664592|https://openalex.org/W588104669|https://openalex.org/W1487692684|https://openalex.org/W1976027477|https://openalex.org/W2026140520|https://openalex.org/W2066511003|https://openalex.org/W2079263386|https://openalex.org/W2083277050|https://openalex.org/W2107559193|https://openalex.org/W2140410668|https://openalex.org/W2142696227|https://openalex.org/W2148388782|https://openalex.org/W2318903728|https://openalex.org/W2395245393|https://openalex.org/W2485045661|https://openalex.org/W2526673791|https://openalex.org/W2532533121|https://openalex.org/W2564442716|https://openalex.org/W2585418206|https://openalex.org/W2904100375|https://openalex.org/W4237362628|https://openalex.org/W4300022765|https://openalex.org/W4302416674,https://openalex.org/W3123650650|https://openalex.org/W2945352787|https://openalex.org/W3046215708|https://openalex.org/W2266030413|https://openalex.org/W1791329182|https://openalex.org/W3204801502|https://openalex.org/W2121304600|https://openalex.org/W2478907001|https://openalex.org/W4200609638|https://openalex.org/W2035424934,Identity and Democratization in Hong Kong|Political Economy and Governance in China|Machine Learning for Internet Traffic Classification,Identity and Democratization in Hong Kong,Opposition (politics)|Beijing|Politics|Sovereignty|Democratization|Political science|Political economy|Democracy|Localism|Public administration|Sociology|Law|China,Localism|Authoritarianism,"Peace, justice, and strong institutions"
Renegade regimes: confronting deviant behavior in world politics,2006-09-01,2006,en,219.9907,https://openalex.org/S2764375719,Choice/Choice reviews,520,,Miroslav Nincic,"University of California, Davis",US,FALSE,,17,https://api.openalex.org/works?filter=cites:W646197113,0,,https://openalex.org/W2899193073|https://openalex.org/W1988185375|https://openalex.org/W2802550220|https://openalex.org/W2039392144|https://openalex.org/W2809777561|https://openalex.org/W2067443318|https://openalex.org/W2026443152|https://openalex.org/W4237065049|https://openalex.org/W2026164700|https://openalex.org/W1981237115,Organized Crime and Criminal Networks Analysis|Social Movements and Political Conflict Analysis,Organized Crime and Criminal Networks Analysis,Politics|Power (physics)|Closing (real estate)|Value (mathematics)|Political science|Epistemology|History|Sociology|Positive economics|Law|Philosophy|Mathematics|Economics|Physics|Statistics|Quantum mechanics,Global Governance,"Peace, justice, and strong institutions|Reduced inequalities"
Atypical citizenship regimes: comparing legal and political conceptualizations,2020-01-13,2020,en,219.71324,https://openalex.org/S2738228134,Comparative migration studies,37,https://openalex.org/A5084275203,Daniel Naujoks,University of Münster,DE,TRUE,https://comparativemigrationstudies.springeropen.com/track/pdf/10.1186/s40878-019-0156-0,19,https://api.openalex.org/works?filter=cites:W3031295032,29,https://openalex.org/W575845736|https://openalex.org/W586976492|https://openalex.org/W590158516|https://openalex.org/W656269400|https://openalex.org/W659366689|https://openalex.org/W1593221287|https://openalex.org/W1966554309|https://openalex.org/W1999179553|https://openalex.org/W2017024783|https://openalex.org/W2082482461|https://openalex.org/W2085210630|https://openalex.org/W2109708430|https://openalex.org/W2112256230|https://openalex.org/W2121442140|https://openalex.org/W2145749887|https://openalex.org/W2501779374|https://openalex.org/W2507968211|https://openalex.org/W2548693531|https://openalex.org/W2745600130|https://openalex.org/W2770685324|https://openalex.org/W2775313948|https://openalex.org/W2903072411|https://openalex.org/W3012936125|https://openalex.org/W3124101077|https://openalex.org/W3200942119|https://openalex.org/W4211208875|https://openalex.org/W4234848578|https://openalex.org/W4243829378|https://openalex.org/W4255612020,https://openalex.org/W2748952813|https://openalex.org/W4387497383|https://openalex.org/W2948807893|https://openalex.org/W2758277628|https://openalex.org/W3110381201|https://openalex.org/W3173606202|https://openalex.org/W1531601525|https://openalex.org/W2778153218|https://openalex.org/W3183948672|https://openalex.org/W2935909890,Politics and Social Implications of Immigration|Intergovernmental Relations in Multinational Federations|European Integration and Governance Dynamics,Politics and Social Implications of Immigration,Citizenship|Politics|Terminology|State (computer science)|Rhetoric|Sociology|Democracy|Political science|Meaning (existential)|Political economy|Law and economics|Law|Social science|Epistemology|Linguistics|Philosophy|Algorithm|Computer science,Citizenship|Political Dynamics|Governance,"Peace, justice, and strong institutions|Reduced inequalities"
Popular democratic perception matters for political trust in authoritarian regimes,2018-07-04,2018,en,218.9859,https://openalex.org/S195776158,Politics,48,https://openalex.org/A5019360952,Yida Zhai,Shanghai Jiao Tong University,CN,TRUE,https://journals.sagepub.com/doi/pdf/10.1177/0263395718784748,20,https://api.openalex.org/works?filter=cites:W2810733144,44,https://openalex.org/W226643217|https://openalex.org/W567929454|https://openalex.org/W583523405|https://openalex.org/W594102315|https://openalex.org/W609410929|https://openalex.org/W999759841|https://openalex.org/W1508699759|https://openalex.org/W1513644813|https://openalex.org/W1527961413|https://openalex.org/W1565961234|https://openalex.org/W1575261247|https://openalex.org/W1583249210|https://openalex.org/W1968870599|https://openalex.org/W1979359905|https://openalex.org/W1985794327|https://openalex.org/W2041282815|https://openalex.org/W2044458867|https://openalex.org/W2061315465|https://openalex.org/W2061732429|https://openalex.org/W2083277050|https://openalex.org/W2088324623|https://openalex.org/W2108494987|https://openalex.org/W2109111785|https://openalex.org/W2128434102|https://openalex.org/W2139142178|https://openalex.org/W2151074793|https://openalex.org/W2157616284|https://openalex.org/W2170535856|https://openalex.org/W2485012520|https://openalex.org/W2523380197|https://openalex.org/W2560559563|https://openalex.org/W2779868188|https://openalex.org/W2795975101|https://openalex.org/W2804700157|https://openalex.org/W3089502740|https://openalex.org/W3125186843|https://openalex.org/W3125552437|https://openalex.org/W3145319780|https://openalex.org/W4205149532|https://openalex.org/W4211222200|https://openalex.org/W4241025692|https://openalex.org/W4245625695|https://openalex.org/W4300892007|https://openalex.org/W4301031038,https://openalex.org/W3082908045|https://openalex.org/W4229875274|https://openalex.org/W2615931598|https://openalex.org/W4225068229|https://openalex.org/W2505912126|https://openalex.org/W3125926933|https://openalex.org/W1980950897|https://openalex.org/W2183634162|https://openalex.org/W4206645004|https://openalex.org/W2018735526,Social Capital and Trust in Communities|Empirical Analysis of Political Behavior and Institutions|The Impact of Digital Media on Public Discourse,Social Capital and Trust in Communities,Authoritarianism|Democracy|Politics|Government (linguistics)|Perception|Political science|Political economy|Sociology|Psychology|Law|Linguistics|Philosophy|Neuroscience,Democracy,No poverty
"Education state, welfare capitalism regimes, and politics",2013-06-24,2013,en,218.20503,https://openalex.org/S33190353,Comparative European politics,58,https://openalex.org/A5008250892,James Mosher,Ohio University,US,FALSE,,21,https://api.openalex.org/works?filter=cites:W2015411919,48,https://openalex.org/W424874259|https://openalex.org/W612243507|https://openalex.org/W1513281941|https://openalex.org/W1532162320|https://openalex.org/W1537849108|https://openalex.org/W1569318827|https://openalex.org/W1569410165|https://openalex.org/W1913342733|https://openalex.org/W1969599675|https://openalex.org/W1996506650|https://openalex.org/W1996961106|https://openalex.org/W1997368086|https://openalex.org/W2001198576|https://openalex.org/W2021442495|https://openalex.org/W2026744119|https://openalex.org/W2027099297|https://openalex.org/W2037740716|https://openalex.org/W2058511779|https://openalex.org/W2071084357|https://openalex.org/W2085303506|https://openalex.org/W2089143417|https://openalex.org/W2103758047|https://openalex.org/W2105333784|https://openalex.org/W2107497267|https://openalex.org/W2114378037|https://openalex.org/W2119264967|https://openalex.org/W2123154495|https://openalex.org/W2129788125|https://openalex.org/W2130136629|https://openalex.org/W2136102584|https://openalex.org/W2145246914|https://openalex.org/W2146607332|https://openalex.org/W2149126879|https://openalex.org/W2163727981|https://openalex.org/W2166974667|https://openalex.org/W2314865369|https://openalex.org/W2314951122|https://openalex.org/W2333787178|https://openalex.org/W2600248030|https://openalex.org/W2892380133|https://openalex.org/W3123071216|https://openalex.org/W3123264009|https://openalex.org/W4229738978|https://openalex.org/W4237843853|https://openalex.org/W4246474891|https://openalex.org/W4286779346|https://openalex.org/W4297897894|https://openalex.org/W4361747079,https://openalex.org/W2228366080|https://openalex.org/W2480356639|https://openalex.org/W1996650289|https://openalex.org/W2769018361|https://openalex.org/W2809735535|https://openalex.org/W2616963953|https://openalex.org/W2567010145|https://openalex.org/W4226042761|https://openalex.org/W2126769768|https://openalex.org/W1971844090,Politics and Economics of Welfare State|Empirical Analysis of Political Behavior and Institutions|Depoliticisation in British Politics and Society,Politics and Economics of Welfare State,Welfare capitalism|Welfare state|Economics|Investment (military)|Welfare|Politics|Social policy|State (computer science)|Market economy|Political economy|Labour economics|Public economics|Political science|Law|Algorithm|Computer science,Welfare State,
Moving from clientelist politics toward a welfare regime: evidence from the 2009 assembly election in Andhra Pradesh,2011-02-01,2011,en,217.9,https://openalex.org/S4210187268,Commonwealth & comparative politics,44,https://openalex.org/A5033589263,Carolyn Elliott,University of Vermont,US,FALSE,,31,https://api.openalex.org/works?filter=cites:W2081339563,24,https://openalex.org/W151611237|https://openalex.org/W583970386|https://openalex.org/W611103640|https://openalex.org/W1518574987|https://openalex.org/W1698272012|https://openalex.org/W1854379977|https://openalex.org/W1931056919|https://openalex.org/W1972145651|https://openalex.org/W1986833437|https://openalex.org/W2005255436|https://openalex.org/W2005569592|https://openalex.org/W2036619240|https://openalex.org/W2054514043|https://openalex.org/W2063757851|https://openalex.org/W2168060994|https://openalex.org/W2257550253|https://openalex.org/W2290778907|https://openalex.org/W3125536467|https://openalex.org/W4206103042|https://openalex.org/W4232620257|https://openalex.org/W4250229182|https://openalex.org/W4285719527|https://openalex.org/W4300078130|https://openalex.org/W4301950020,https://openalex.org/W638843908|https://openalex.org/W1804401876|https://openalex.org/W4307198725|https://openalex.org/W1965744766|https://openalex.org/W2157515169|https://openalex.org/W3122781685|https://openalex.org/W3207908844|https://openalex.org/W4214607700|https://openalex.org/W2986124495|https://openalex.org/W771379959,"Clientelism and Political Power in Latin America|Politics and Society in Southeast Asia|Impact of Decentralization in Kerala, India",Clientelism and Political Power in Latin America,Clientelism|Politics|Language change|Political economy|Welfare|Government (linguistics)|Revenue|Demise|Economics|Political science|Democracy|Development economics|Market economy|Law|Finance|Art|Linguistics|Philosophy|Literature,Clientelism,"Peace, justice, and strong institutions"
